HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.TaskType,Input.TreatmentType,Input.ConversationId,Input.ResponseId,Input.Response,Answer.age,Answer.comment,Answer.empathy,Answer.fakeinput,Answer.gender,Answer.literacy,Approve,Reject
3XABXM4AJ118C8P3M9PAZJNPYLC8Q9,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3G2UL9A02EAEPWZUNXO74X6O6I467R,AJK246UQQ0C7I,Submitted,Mon Feb 19 10:41:11 PST 2018,Mon Feb 19 10:42:50 PST 2018,Thu Feb 22 10:42:50 PST 2018,,,,99,0% (0/0),0% (0/0),0% (0/0),1,0,1,38SKSKU7R2TTX1JXTSY6K5EUAJVLIG,Don't worry and be happy. I will take care of everything.,36-45,{},moderately,{},female,native,,
3XABXM4AJ118C8P3M9PAZJNPYLC8Q9,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3YMTUJH0DTCN87SNHCYTCVESZOQ4TH,A3U761PEG7MFKT,Submitted,Mon Feb 19 10:45:26 PST 2018,Mon Feb 19 10:45:37 PST 2018,Thu Feb 22 10:45:37 PST 2018,,,,11,0% (0/0),0% (0/0),0% (0/0),1,0,1,38SKSKU7R2TTX1JXTSY6K5EUAJVLIG,Don't worry and be happy. I will take care of everything.,36-45,{},extremely,{},female,native,,
3ZQX1VYFTD15RWCN7WX6AESPJKTO8G,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,337RC3OW06YYJ73XSZXPZU4OIVZVLF,A3MYTEE8WSEQ2Z,Submitted,Mon Feb 19 10:50:43 PST 2018,Mon Feb 19 11:00:24 PST 2018,Thu Feb 22 11:00:24 PST 2018,,,,581,0% (0/0),0% (0/0),0% (0/0),1,0,1,39GXDJN2OUA340JEYAOLUPIIYMMV8X,Do I need a hazmat suit?,18-25,{},none,{},male,native,,
3ZQX1VYFTD15RWCN7WX6AESPJKTO8G,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,33C7UALJVMUNIO3GRW4WN1B29RW18D,AY9S6HCHZ8F1Y,Submitted,Mon Feb 19 10:47:13 PST 2018,Mon Feb 19 10:49:26 PST 2018,Thu Feb 22 10:49:26 PST 2018,,,,133,0% (0/0),0% (0/0),0% (0/0),1,0,1,39GXDJN2OUA340JEYAOLUPIIYMMV8X,Do I need a hazmat suit?,26-35,{},none,{},male,native,,
3ZQX1VYFTD15RWCN7WX6AESPJKTO8G,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3CN4LGXD5YKJPTRHRILSKC67EQ7Y4Z,AYXXCTW7FHTVQ,Submitted,Mon Feb 19 10:43:42 PST 2018,Mon Feb 19 10:44:15 PST 2018,Thu Feb 22 10:44:15 PST 2018,,,,33,0% (0/0),0% (0/0),0% (0/0),1,0,1,39GXDJN2OUA340JEYAOLUPIIYMMV8X,Do I need a hazmat suit?,46-55,{},none,{},female,native,,
3UUIU9GZC512H6YT5FC2S4OLG29T55,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3CPLWGV3MPVQA0TF1B88K4JGWYJN9W,A1JEMN51X76N2O,Submitted,Mon Feb 19 10:48:45 PST 2018,Mon Feb 19 10:56:55 PST 2018,Thu Feb 22 10:56:55 PST 2018,,,,490,0% (0/0),0% (0/0),0% (0/0),1,0,1,3MTMREQS4WEU2DCYLIDVCI7RVNAAWK,Uh oh. What's going on?,46-55,{},moderately,{},female,native,,
3UUIU9GZC512H6YT5FC2S4OLG29T55,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3PB5A5BD0W2GMPO0ZAXTGOJD0WH7G4,AY9S6HCHZ8F1Y,Submitted,Mon Feb 19 11:17:07 PST 2018,Mon Feb 19 11:40:07 PST 2018,Thu Feb 22 11:40:07 PST 2018,,,,1380,0% (0/0),0% (0/0),0% (0/0),1,0,1,3MTMREQS4WEU2DCYLIDVCI7RVNAAWK,Uh oh. What's going on?,26-35,{},none,{},male,native,,
3UUIU9GZC512H6YT5FC2S4OLG29T55,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3R3YRB5GRGZHA9NTQIYUUUMUACTAUP,APRBKGIRNIXRW,Submitted,Mon Feb 19 10:45:20 PST 2018,Mon Feb 19 10:54:48 PST 2018,Thu Feb 22 10:54:48 PST 2018,,,,568,0% (0/0),0% (0/0),0% (0/0),1,0,1,3MTMREQS4WEU2DCYLIDVCI7RVNAAWK,Uh oh. What's going on?,26-35,{},none,{},male,native,,
3BA7SXOG1JM8O943ZOEA49XUU7DR8S,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3JZQSN0I3R6T1I36HTV54GWUYKPGF6,A3U761PEG7MFKT,Submitted,Mon Feb 19 10:40:01 PST 2018,Mon Feb 19 10:40:25 PST 2018,Thu Feb 22 10:40:25 PST 2018,,,,24,0% (0/0),0% (0/0),0% (0/0),1,0,1,3NVC2EB65RVY7X8DR4G9A7E10HAY3V,What's going on?,36-45,{},slightly,{},female,native,,
3BA7SXOG1JM8O943ZOEA49XUU7DR8S,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3K9FOBBF2IFLB2UOQ8BYPDABWSXNLQ,APRBKGIRNIXRW,Submitted,Mon Feb 19 10:40:00 PST 2018,Mon Feb 19 10:48:40 PST 2018,Thu Feb 22 10:48:40 PST 2018,,,,520,0% (0/0),0% (0/0),0% (0/0),1,0,1,3NVC2EB65RVY7X8DR4G9A7E10HAY3V,What's going on?,26-35,{},slightly,{},male,native,,
3BA7SXOG1JM8O943ZOEA49XUU7DR8S,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:55 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:55 PST 2018,,,3SNLUL3WO5JY6SEXN9NK38254ORULQ,A1H4GJFI4NJWKV,Submitted,Mon Feb 19 10:42:50 PST 2018,Mon Feb 19 10:43:04 PST 2018,Thu Feb 22 10:43:04 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),1,0,1,3NVC2EB65RVY7X8DR4G9A7E10HAY3V,What's going on?,36-45,{},slightly,{},female,native,,
3HY86PZXPYE145FDEXLVQSB31CI1E6,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,37UQDCYH6YRZ4MEVO5WFGPMNNBW7VK,A7KLTVEIASF4J,Submitted,Mon Feb 19 10:45:17 PST 2018,Mon Feb 19 10:45:25 PST 2018,Thu Feb 22 10:45:25 PST 2018,,,,8,100% (1/1),0% (0/0),0% (0/0),1,0,1,3RU7GD8VPPP8I01RQWLR5OT1OSAPSO,Want me to just head home?,26-35,{},none,{},male,native,,
3HY86PZXPYE145FDEXLVQSB31CI1E6,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3R0T90IZ1T8MY6JWQR54WABR17XCGR,A3FOKP72T5I4FR,Submitted,Mon Feb 19 10:38:51 PST 2018,Mon Feb 19 10:40:04 PST 2018,Thu Feb 22 10:40:04 PST 2018,,,,73,0% (0/0),0% (0/0),0% (0/0),1,0,1,3RU7GD8VPPP8I01RQWLR5OT1OSAPSO,Want me to just head home?,36-45,{},slightly,{},female,native,,
3HY86PZXPYE145FDEXLVQSB31CI1E6,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3R3YRB5GRGZHA9NTQIYUUUMUACQUA6,A2QVMCGDLTWV9,Submitted,Mon Feb 19 10:38:17 PST 2018,Mon Feb 19 10:40:06 PST 2018,Thu Feb 22 10:40:06 PST 2018,,,,109,0% (0/0),0% (0/0),0% (0/0),1,0,1,3RU7GD8VPPP8I01RQWLR5OT1OSAPSO,Want me to just head home?,26-35,{},moderately,{},male,native,,
3HEADTGN2PO6ZL0G7HPKWNH255EVR1,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,38F5OAUN5O8UMLJBJGFB1OVEFWM7HV,A3U761PEG7MFKT,Submitted,Mon Feb 19 10:48:06 PST 2018,Mon Feb 19 10:48:33 PST 2018,Thu Feb 22 10:48:33 PST 2018,,,,27,0% (0/0),0% (0/0),0% (0/0),1,0,1,3VNXK88KKDE3I52O32UZULDTIWE9VI,Well then you could use some time to relax.,36-45,{},moderately,{},female,native,,
3HEADTGN2PO6ZL0G7HPKWNH255EVR1,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3CN4LGXD5YKJPTRHRILSKC67EQ94Y7,A20O44S26VN11P,Submitted,Mon Feb 19 10:48:21 PST 2018,Mon Feb 19 10:48:40 PST 2018,Thu Feb 22 10:48:40 PST 2018,,,,19,0% (0/0),0% (0/0),0% (0/0),1,0,1,3VNXK88KKDE3I52O32UZULDTIWE9VI,Well then you could use some time to relax.,18-25,{},extremely,{},female,native,,
3HEADTGN2PO6ZL0G7HPKWNH255EVR1,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3LRLIPTPER537DIHW4USO7DW8LWKA3,A1JEMN51X76N2O,Submitted,Mon Feb 19 10:48:22 PST 2018,Mon Feb 19 10:54:17 PST 2018,Thu Feb 22 10:54:17 PST 2018,,,,355,0% (0/0),0% (0/0),0% (0/0),1,0,1,3VNXK88KKDE3I52O32UZULDTIWE9VI,Well then you could use some time to relax.,46-55,{},slightly,{},female,native,,
3ZURAPD288JTAJF998518AW3DDX1FO,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3DBQWDE4Y7U79DR3YLVR8OEEA2ZN54,A30V8858N0WEW,Submitted,Mon Feb 19 10:45:47 PST 2018,Mon Feb 19 10:46:15 PST 2018,Thu Feb 22 10:46:15 PST 2018,,,,28,0% (0/0),0% (0/0),0% (0/0),1,0,1,3WJEQKOXA9Y11CWVOUOAJSHXZ5IA1S,Uh oh.  I think I'll stay out even longer tonight then.  Enjoy!,36-45,{},none,{},male,native,,
3ZURAPD288JTAJF998518AW3DDX1FO,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3E4GGUZ1T9NE2ANDJP1DIPUYWX4K2W,A1JEMN51X76N2O,Submitted,Mon Feb 19 10:48:12 PST 2018,Mon Feb 19 10:51:36 PST 2018,Thu Feb 22 10:51:36 PST 2018,,,,204,0% (0/0),0% (0/0),0% (0/0),1,0,1,3WJEQKOXA9Y11CWVOUOAJSHXZ5IA1S,Uh oh.  I think I'll stay out even longer tonight then.  Enjoy!,46-55,{},none,{},female,native,,
3ZURAPD288JTAJF998518AW3DDX1FO,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3R6BYFZZP884N4YW63V9S2WP1ALXFF,A20O44S26VN11P,Submitted,Mon Feb 19 10:39:56 PST 2018,Mon Feb 19 10:40:10 PST 2018,Thu Feb 22 10:40:10 PST 2018,,,,14,0% (0/0),0% (0/0),0% (0/0),1,0,1,3WJEQKOXA9Y11CWVOUOAJSHXZ5IA1S,Uh oh.  I think I'll stay out even longer tonight then.  Enjoy!,18-25,{},none,{},female,native,,
3HA5ODM5KAOI000TM6PPMXMYR7XVSP,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3AMYWKA6YCILA2RT4J59FJSJW7FO60,A1H4GJFI4NJWKV,Submitted,Mon Feb 19 10:47:01 PST 2018,Mon Feb 19 10:47:16 PST 2018,Thu Feb 22 10:47:16 PST 2018,,,,15,0% (0/0),0% (0/0),0% (0/0),1,1,1,32N49TQG3HEHNOCTV88ZQGODOAUVA9,Maybe I should just come straight home.,36-45,{},moderately,{},female,native,,
3HA5ODM5KAOI000TM6PPMXMYR7XVSP,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3NQL1CS15S4IJ6AWBEMFT26KRA3YVA,A20O44S26VN11P,Submitted,Mon Feb 19 10:41:03 PST 2018,Mon Feb 19 10:41:28 PST 2018,Thu Feb 22 10:41:28 PST 2018,,,,25,0% (0/0),0% (0/0),0% (0/0),1,1,1,32N49TQG3HEHNOCTV88ZQGODOAUVA9,Maybe I should just come straight home.,18-25,{},very,{},female,native,,
3HA5ODM5KAOI000TM6PPMXMYR7XVSP,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3XC1O3LBOTIJ6FZ8N4XAYCG3LAKTLY,A1IOMFFEKCWOIT,Submitted,Mon Feb 19 10:44:00 PST 2018,Mon Feb 19 10:45:27 PST 2018,Thu Feb 22 10:45:27 PST 2018,,,,87,0% (0/0),0% (0/0),0% (0/0),1,1,1,32N49TQG3HEHNOCTV88ZQGODOAUVA9,Maybe I should just come straight home.,26-35,{},moderately,{},female,limited,,
307FVKVSYRBXNPXME7QRIGQPR9O470,39WEDTMWD6CAM9UBA81S5KWI922VX6,"Quick 1-minute task, help rate text messages","Help a research project make a rating on text messages that you ""received""",text message,$0.05 ,Mon Feb 19 10:36:56 PST 2018,3,BatchId:3121197;OriginalHitTemplateId:920937336;,1800,259200,Thu Feb 22 10:36:56 PST 2018,,,3QILPRALQ6RQWVA5WJ2UK8O5CS1N87,A3MYTEE8WSEQ2Z,Submitted,Mon Feb 19 10:48:44 PST 2018,Mon Feb 19 10:55:22 PST 2018,Thu Feb 22 10:55:22 PST 2018,,,,398,0% (0/0),0% (0/0),0% (0/0),1,1,1,34YB12FSQZKZ7SVN3GZIZ6G3VFBMGH,why are you so angry do you not want to have drinks after work?Why is the house a warzone ? What happened? do you need to talk?,18-25,{},very,{},male,native,,
