ResponseId,Response,J_WorkerId,J_Gender,J_Literacy,J_Age,Empathy,R_WorkerId,R_Gender,R_Literacy,R_Age,Treatment,ConversationId,Precision,,,,,,,,,,,,,,,,,,,,,0
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I don't know what to tell you...,A1YSYRDAYFLP0H,female,native,36-45,none,A3PYFNAED6X1BL,female,native,26-35,1,5,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I don't know what to tell you...,A1OK974KXKO6FJ,male,native,36-45,slightly,A3PYFNAED6X1BL,female,native,26-35,1,5,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Sorry. I was just trying to make a joke about you being a fashion leader or something...guess that didn't work too well.,A1OSRB1Q63XXWZ,female,native,56-65,none,A3PYFNAED6X1BL,female,native,26-35,1,6,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Sorry. I was just trying to make a joke about you being a fashion leader or something...guess that didn't work too well.,A2J7GCLIVCZWH8,female,native,18-25,moderately,A3PYFNAED6X1BL,female,native,26-35,1,6,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Sorry. I was just trying to make a joke about you being a fashion leader or something...guess that didn't work too well.,A3PJ51GS2AKBO6,male,native,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,1,6,0.6,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I am so sorry to hear that!,ALT9B8II7LQ5S,female,native,26-35,extremely,A3SG23IVI6PS0L,female,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I am so sorry to hear that!,A1909MOQZUXZZ5,female,native,26-35,very,A3SG23IVI6PS0L,female,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I am so sorry to hear that!,A2GJM9IM6XR7ON,male,profession,26-35,moderately,A3SG23IVI6PS0L,female,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Oh. Hell. I'm really sorry to hear that.,ACDX50KGPE97I,male,native,26-35,extremely,A3PYFNAED6X1BL,female,native,26-35,1,7,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Oh. Hell. I'm really sorry to hear that.,APEB5ERGCYP6D,male,profession,26-35,very,A3PYFNAED6X1BL,female,native,26-35,1,7,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Oh. Hell. I'm really sorry to hear that.,A1XSX19SIQ9U4W,female,native,56-65,very,A3PYFNAED6X1BL,female,native,26-35,1,7,0.6,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I will hurry.,ALT9B8II7LQ5S,female,native,26-35,extremely,A3SG23IVI6PS0L,female,native,26-35,1,11,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I will hurry.,A1V9MN88VQ1LEB,male,profession,26-35,extremely,A3SG23IVI6PS0L,female,native,26-35,1,11,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,I will hurry.,ACDX50KGPE97I,male,native,26-35,slightly,A3SG23IVI6PS0L,female,native,26-35,1,11,0.7,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I'm catching an uber. Be there soon.,A1XSX19SIQ9U4W,female,native,56-65,very,A3PYFNAED6X1BL,female,native,26-35,0,8,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I'm catching an uber. Be there soon.,ASZFG2YOQA71C,male,native,18-25,moderately,A3PYFNAED6X1BL,female,native,26-35,0,8,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I'm catching an uber. Be there soon.,A39PQOGN8NIWNA,male,profession,26-35,very,A3PYFNAED6X1BL,female,native,26-35,0,8,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Sorry, I didn't see your message immediately. What did you need?",APEB5ERGCYP6D,male,profession,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,0,9,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Sorry, I didn't see your message immediately. What did you need?",AM0WOQRVW5NSI,male,native,36-45,very,A3PYFNAED6X1BL,female,native,26-35,0,9,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Sorry, I didn't see your message immediately. What did you need?",AS7IGPU2RHT6I,female,native,26-35,very,A3PYFNAED6X1BL,female,native,26-35,0,9,0.6,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I am sorry, I have a lot going on right now.",A1T02KY1E9YI3I,male,profession,26-35,very,A3SG23IVI6PS0L,female,native,26-35,1,12,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I am sorry, I have a lot going on right now.",AM0WOQRVW5NSI,male,native,36-45,very,A3SG23IVI6PS0L,female,native,26-35,1,12,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I am sorry, I have a lot going on right now.",APEB5ERGCYP6D,male,profession,26-35,moderately,A3SG23IVI6PS0L,female,native,26-35,1,12,0.7,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Well...than the umbrella probably wouldn't have helped, right?",A3IHT9LDUJNP3E,male,profession,26-35,slightly,A3PYFNAED6X1BL,female,native,26-35,1,10,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Well...than the umbrella probably wouldn't have helped, right?",APEB5ERGCYP6D,male,profession,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,1,10,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"Well...than the umbrella probably wouldn't have helped, right?",ACDX50KGPE97I,male,native,26-35,none,A3PYFNAED6X1BL,female,native,26-35,1,10,0.6,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I agree, what should we do?",A19CKDMMK8Z6QC,male,native,18-25,very,A3SG23IVI6PS0L,female,native,26-35,0,13,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I agree, what should we do?",A2T5DC2TXEEMBV,male,profession,18-25,moderately,A3SG23IVI6PS0L,female,native,26-35,0,13,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,"I agree, what should we do?",ACDX50KGPE97I,male,native,26-35,moderately,A3SG23IVI6PS0L,female,native,26-35,0,13,0.7,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"They'll be fine. Again, really sorry!",ASZFG2YOQA71C,male,native,18-25,very,A3PYFNAED6X1BL,female,native,26-35,1,11,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"They'll be fine. Again, really sorry!",A19KWRLD7P57VJ,male,native,26-35,extremely,A3PYFNAED6X1BL,female,native,26-35,1,11,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,"They'll be fine. Again, really sorry!",APEB5ERGCYP6D,male,profession,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,1,11,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I've kind of got a lot on my mind recently.,APEB5ERGCYP6D,male,profession,26-35,slightly,A3PYFNAED6X1BL,female,native,26-35,1,12,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I've kind of got a lot on my mind recently.,A199ECPSCLODO6,female,native,18-25,slightly,A3PYFNAED6X1BL,female,native,26-35,1,12,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,I've kind of got a lot on my mind recently.,A3PJ51GS2AKBO6,male,native,26-35,slightly,A3PYFNAED6X1BL,female,native,26-35,1,12,0.6,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,Great!,A1OSRB1Q63XXWZ,female,native,56-65,slightly,A3SG23IVI6PS0L,female,native,26-35,0,14,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,Great!,A1V9MN88VQ1LEB,male,profession,26-35,extremely,A3SG23IVI6PS0L,female,native,26-35,0,14,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,Great!,A3IHT9LDUJNP3E,male,profession,26-35,very,A3SG23IVI6PS0L,female,native,26-35,0,14,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,That is a good plan. I hope you find them.,AKXY2ATEM5DC2,male,native,36-45,moderately,A3SG23IVI6PS0L,female,native,26-35,1,15,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,That is a good plan. I hope you find them.,A3PJ51GS2AKBO6,male,native,26-35,very,A3SG23IVI6PS0L,female,native,26-35,1,15,0.7,,,,,,,,,,,,,,,,,,,,,
3ZSANO2JCG3WRNCXCTPMTUFXMVAFSG,That is a good plan. I hope you find them.,APEB5ERGCYP6D,male,profession,26-35,slightly,A3SG23IVI6PS0L,female,native,26-35,1,15,0.7,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,What do you want to do?,A1HYMGPYXU97ZN,male,native,18-25,moderately,A3PYFNAED6X1BL,female,native,26-35,1,13,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,What do you want to do?,A39PQOGN8NIWNA,male,profession,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,1,13,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,What do you want to do?,A2T5DC2TXEEMBV,male,profession,18-25,moderately,A3PYFNAED6X1BL,female,native,26-35,1,13,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Ok. See you then.,A37PO5YNKE5D97,female,native,26-35,slightly,A3PYFNAED6X1BL,female,native,26-35,0,14,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Ok. See you then.,AS7IGPU2RHT6I,female,native,26-35,extremely,A3PYFNAED6X1BL,female,native,26-35,0,14,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Ok. See you then.,APEB5ERGCYP6D,male,profession,26-35,moderately,A3PYFNAED6X1BL,female,native,26-35,0,14,0.6,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,i'll help you clean it when i get home.,A3IHT9LDUJNP3E,male,profession,26-35,very,A267GLM78AMQ75,male,native,26-35,1,1,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,i'll help you clean it when i get home.,A19KWRLD7P57VJ,male,native,26-35,very,A267GLM78AMQ75,male,native,26-35,1,1,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,i'll help you clean it when i get home.,APEB5ERGCYP6D,male,profession,26-35,moderately,A267GLM78AMQ75,male,native,26-35,1,1,0.8,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Is there anything I can do to help?,A1OK974KXKO6FJ,male,native,36-45,extremely,A3PYFNAED6X1BL,female,native,26-35,1,15,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Is there anything I can do to help?,A1OSRB1Q63XXWZ,female,native,56-65,moderately,A3PYFNAED6X1BL,female,native,26-35,1,15,0.6,,,,,,,,,,,,,,,,,,,,,
3TVSS0C0E2WZH9B7RI4C7NXJJHDTWG,Is there anything I can do to help?,A1T02KY1E9YI3I,male,profession,26-35,slightly,A3PYFNAED6X1BL,female,native,26-35,1,15,0.6,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"sorry mom, i'll take care of it",A3UUH3632AI3ZX,female,native,26-35,very,A267GLM78AMQ75,male,native,26-35,1,2,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"sorry mom, i'll take care of it",A3PJ51GS2AKBO6,male,native,26-35,moderately,A267GLM78AMQ75,male,native,26-35,1,2,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"sorry mom, i'll take care of it",ACDX50KGPE97I,male,native,26-35,moderately,A267GLM78AMQ75,male,native,26-35,1,2,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,just be courteous and don't get fired,A1T02KY1E9YI3I,male,profession,26-35,moderately,A267GLM78AMQ75,male,native,26-35,1,3,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,just be courteous and don't get fired,A3PJ51GS2AKBO6,male,native,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,3,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,just be courteous and don't get fired,A2T5DC2TXEEMBV,male,profession,18-25,moderately,A267GLM78AMQ75,male,native,26-35,1,3,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why would anyone tell her and who else did she tell?,APEB5ERGCYP6D,male,profession,26-35,moderately,A267GLM78AMQ75,male,native,26-35,1,4,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why would anyone tell her and who else did she tell?,AM0WOQRVW5NSI,male,native,36-45,extremely,A267GLM78AMQ75,male,native,26-35,1,4,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why would anyone tell her and who else did she tell?,ACDX50KGPE97I,male,native,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,4,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,He is a moron and doesn't deserve you.,A3PJ51GS2AKBO6,male,native,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,5,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,He is a moron and doesn't deserve you.,A19CKDMMK8Z6QC,male,native,18-25,very,A267GLM78AMQ75,male,native,26-35,1,5,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,He is a moron and doesn't deserve you.,A1T02KY1E9YI3I,male,profession,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,5,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"god forgives, i don't",A1HYMGPYXU97ZN,male,native,18-25,slightly,A267GLM78AMQ75,male,native,26-35,1,6,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"god forgives, i don't",A3PJ51GS2AKBO6,male,native,26-35,none,A267GLM78AMQ75,male,native,26-35,1,6,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,"god forgives, i don't",APEB5ERGCYP6D,male,profession,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,6,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,I'm sorry to hear that. You definitely did not deserve to get laid off.,A3PJ51GS2AKBO6,male,native,26-35,very,A267GLM78AMQ75,male,native,26-35,1,7,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,I'm sorry to hear that. You definitely did not deserve to get laid off.,APEB5ERGCYP6D,male,profession,26-35,slightly,A267GLM78AMQ75,male,native,26-35,1,7,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,I'm sorry to hear that. You definitely did not deserve to get laid off.,A2J7GCLIVCZWH8,female,native,18-25,moderately,A267GLM78AMQ75,male,native,26-35,1,7,0.8,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Ok, we'll let me know if you want me home.",A3IHT9LDUJNP3E,male,profession,26-35,slightly,A2P53AN2M8IWFP,male,native,26-35,1,1,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Ok, we'll let me know if you want me home.",A2314OA8ZBDRTV,male,native,26-35,none,A2P53AN2M8IWFP,male,native,26-35,1,1,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,"Ok, we'll let me know if you want me home.",A1HYMGPYXU97ZN,male,native,18-25,none,A2P53AN2M8IWFP,male,native,26-35,1,1,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,It won't happen again.,AM0WOQRVW5NSI,male,native,36-45,moderately,A2P53AN2M8IWFP,male,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,It won't happen again.,APEB5ERGCYP6D,male,profession,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,It won't happen again.,A1V9MN88VQ1LEB,male,profession,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,0,2,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Just ignore them.,AD2YWEL005W9Y,male,native,18-25,none,A2P53AN2M8IWFP,male,native,26-35,1,3,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Just ignore them.,A1HYMGPYXU97ZN,male,native,18-25,slightly,A2P53AN2M8IWFP,male,native,26-35,1,3,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Just ignore them.,A1V9MN88VQ1LEB,male,profession,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,1,3,0.7,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why are you texting me like that?,APEB5ERGCYP6D,male,profession,26-35,moderately,A267GLM78AMQ75,male,native,26-35,0,8,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why are you texting me like that?,A19CKDMMK8Z6QC,male,native,18-25,none,A267GLM78AMQ75,male,native,26-35,0,8,0.8,,,,,,,,,,,,,,,,,,,,,
3WS1NTTKEZ8WQESL3R62JO9ER3J0F6,Why are you texting me like that?,ACDX50KGPE97I,male,native,26-35,none,A267GLM78AMQ75,male,native,26-35,0,8,0.8,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Wasn't me!,AXKV2UQ5HEG29,male,native,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,1,4,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Wasn't me!,A1G1J2M41RWBAS,male,native,66-75,moderately,A2P53AN2M8IWFP,male,native,26-35,1,4,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,Wasn't me!,A1T02KY1E9YI3I,male,profession,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,1,4,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,We should meet and talk.,A37LZCSEEW0L0X,male,profession,26-35,slightly,A2P53AN2M8IWFP,male,native,26-35,1,5,0.7,,,,,,,,,,,,,,,,,,,,,
3X31TUMD7YIIXVNZLLD0S6X8TRAL1Y,We should meet and talk.,A3PJ51GS2AKBO6,male,native,26-35,moderately,A2P53AN2M8IWFP,male,native,26-35,1,5,0.7,,,,,,,,,,,,,,,,,,,,,
